@relation transactions10k
@attribute TransactionID integer [0, 9999]
@attribute ItemID integer [111, 444]
@attribute Quantity integer [1, 11]
@inputs TransactionID, ItemID, Quantity
@data
36, 112, 1
36, 211, 1
37, 211, 5
37, 133, 7
37, 143, 6
37, 334, 8
37, 113, 7
37, 331, 6
37, 123, 1
37, 332, 2
37, 322, 6
37, 323, 9
37, 342, 7
37, 222, 2
37, 114, 8
37, 134, 2
37, 142, 11
37, 233, 3
37, 441, 1
37, 241, 5
37, 111, 6
37, 144, 1
38, 123, 7
38, 113, 5
38, 433, 2
38, 114, 8
38, 111, 6
38, 331, 5
38, 332, 3
38, 314, 6
38, 242, 7
38, 134, 11
38, 241, 11
38, 234, 1
38, 343, 1
38, 233, 3
38, 112, 2
38, 344, 6
38, 323, 2
38, 244, 1
38, 131, 2
38, 144, 5
38, 324, 1
39, 123, 11
39, 323, 4
39, 343, 1
39, 111, 6
40, 242, 3
40, 314, 2
40, 113, 2
40, 322, 4
41, 343, 4
41, 324, 5
41, 114, 2
41, 111, 1
41, 233, 11
41, 331, 4
41, 132, 6
41, 222, 5
41, 332, 5
41, 244, 8
42, 221, 7
42, 111, 5
42, 222, 3
42, 344, 2
42, 332, 5
42, 113, 2
42, 211, 9
42, 343, 6
42, 142, 4
42, 331, 7
42, 322, 11
42, 432, 3
42, 223, 6
43, 332, 1
44, 111, 3
44, 344, 7
44, 112, 5
45, 231, 11
45, 343, 4
45, 322, 8
45, 113, 5
45, 344, 7
45, 222, 5
45, 323, 9
45, 313, 5
45, 433, 8
45, 331, 6
45, 144, 7
45, 143, 8
46, 442, 6
46, 143, 6
46, 111, 6
46, 114, 2
46, 221, 1
46, 112, 6
46, 321, 6
46, 323, 3
47, 234, 4
47, 112, 1
47, 143, 3
47, 312, 6
47, 114, 3
47, 434, 9
47, 233, 3
47, 344, 7
47, 331, 7
47, 142, 8
47, 222, 8
47, 224, 8
47, 111, 2
47, 343, 1
47, 322, 6
47, 314, 1
47, 311, 1
48, 112, 6
48, 113, 4
48, 234, 9
48, 431, 2
48, 443, 1
48, 223, 8
48, 144, 3
48, 111, 1
48, 344, 4
48, 211, 2
48, 324, 1
48, 222, 8
48, 143, 5
48, 142, 1
48, 114, 8
48, 322, 1
48, 123, 10
48, 233, 2
48, 124, 2
48, 243, 3
48, 231, 7
48, 131, 5
49, 343, 6
49, 422, 3
50, 111, 5
50, 112, 3
50, 423, 1
50, 233, 3
50, 323, 2
50, 221, 11
50, 232, 3
51, 323, 6
51, 143, 4
51, 221, 1
51, 112, 4
51, 123, 10
51, 144, 3
51, 324, 1
51, 423, 7
51, 142, 5
51, 424, 9
51, 233, 2
51, 114, 3
51, 344, 4
51, 113, 7
51, 322, 2
51, 222, 9
51, 332, 3
51, 331, 2
51, 314, 7
51, 431, 4
51, 141, 11
51, 243, 4
52, 211, 2
52, 331, 9
52, 241, 6
52, 232, 10
52, 142, 11
52, 112, 1
52, 143, 3
52, 324, 3
52, 221, 2
52, 332, 4
52, 343, 2
52, 423, 11
53, 344, 1
53, 113, 2
53, 142, 2
53, 111, 5
53, 343, 5
53, 323, 5
53, 331, 9
53, 114, 4
53, 442, 6
53, 322, 7
53, 144, 6
53, 242, 2
53, 233, 1
53, 123, 2
53, 321, 6
53, 423, 1
53, 341, 5
53, 241, 1
53, 231, 1
53, 324, 2
54, 323, 2
54, 344, 3
54, 142, 1
55, 144, 11
55, 332, 2
55, 322, 9
55, 333, 1
55, 123, 1
55, 233, 1
55, 114, 1
55, 113, 2
55, 323, 6
55, 232, 10
55, 343, 6
55, 311, 1
55, 344, 3
56, 114, 4
56, 331, 7
56, 144, 2
56, 143, 2
56, 111, 9
57, 221, 4
57, 331, 11
57, 132, 4
57, 324, 4
57, 322, 6
57, 311, 3
57, 244, 7
57, 242, 6
57, 111, 2
57, 112, 4
57, 123, 4
57, 113, 7
57, 323, 1
57, 223, 5
57, 343, 1
57, 443, 2
57, 332, 2
57, 143, 1
57, 211, 7
57, 144, 11
57, 433, 3
57, 312, 1
58, 142, 1
58, 221, 1
58, 111, 1
58, 112, 9
58, 323, 1
58, 241, 2
58, 311, 2
58, 234, 2
58, 331, 2
58, 132, 9
58, 344, 2
58, 424, 6
58, 322, 8
58, 141, 2
59, 324, 4
59, 113, 2
59, 221, 1
59, 111, 3
59, 323, 2
59, 444, 6
59, 114, 11
59, 322, 9
59, 231, 3
59, 424, 8
59, 244, 2
59, 232, 6
59, 241, 1
59, 243, 2
59, 222, 11
59, 112, 6
59, 344, 3
59, 123, 1
59, 331, 1
59, 211, 11
60, 143, 8
60, 111, 4
60, 312, 2
60, 221, 1
60, 142, 3
60, 211, 3
60, 114, 1
60, 322, 1
60, 123, 4
61, 233, 2
61, 144, 5
61, 414, 1
61, 114, 1
61, 322, 4
61, 222, 2
61, 242, 1
61, 432, 3
61, 234, 8
61, 331, 2
61, 211, 7
61, 143, 6
61, 123, 4
61, 323, 5
61, 111, 4
61, 343, 2
61, 112, 6
61, 332, 1
62, 111, 7
62, 112, 4
62, 331, 8
62, 132, 1
62, 234, 5
62, 232, 1
62, 114, 1
62, 144, 2
62, 241, 3
62, 231, 4
62, 242, 11
62, 311, 1
62, 332, 5
63, 223, 2
63, 142, 6
63, 211, 1
63, 322, 2
63, 332, 5
63, 112, 3
63, 324, 10
63, 323, 3
64, 123, 1
64, 344, 2
64, 142, 10
64, 324, 1
64, 323, 7
65, 422, 10
65, 111, 5
65, 221, 4
65, 114, 4
65, 331, 1
65, 322, 1
65, 113, 2
65, 232, 2
65, 211, 7
65, 342, 7
65, 431, 8
65, 332, 4
66, 243, 3
66, 113, 7
66, 114, 2
66, 343, 6
66, 222, 8
66, 111, 3
66, 132, 2
66, 232, 9
67, 324, 4
67, 114, 5
67, 111, 5
67, 142, 5
67, 313, 7
67, 131, 1
67, 332, 3
67, 113, 4
67, 233, 2
67, 344, 4
67, 423, 1
68, 332, 3
68, 314, 6
68, 344, 2
68, 322, 1
68, 112, 2
68, 123, 2
68, 114, 6
68, 111, 3
68, 244, 7
68, 331, 8
68, 142, 9
68, 113, 1
68, 323, 1
68, 343, 2
69, 111, 4
69, 332, 7
69, 142, 2
69, 133, 1
69, 113, 5
69, 112, 4
69, 123, 10
69, 234, 4
69, 114, 5
69, 311, 2
69, 422, 2
69, 344, 2
69, 322, 7
69, 442, 5
69, 211, 7
70, 324, 2
70, 322, 3
70, 143, 4
70, 142, 3
70, 321, 10
70, 222, 4
70, 221, 1
70, 111, 7
70, 112, 3
70, 333, 10
70, 434, 5
70, 313, 5
70, 344, 1
70, 231, 1
70, 113, 1
71, 331, 1
71, 133, 5
71, 131, 3
71, 123, 7
71, 323, 9
71, 422, 3
71, 233, 6
71, 211, 3
71, 144, 5
71, 142, 10
71, 112, 6
71, 111, 3
71, 113, 1
71, 332, 1
71, 231, 7
71, 222, 4
71, 143, 4
71, 341, 1
72, 112, 4
72, 123, 4
72, 331, 1
72, 241, 1
72, 323, 1
72, 111, 4
72, 332, 3
72, 223, 2
72, 144, 6
72, 113, 8
72, 322, 7
72, 114, 2
72, 431, 5
72, 424, 3
72, 213, 2
72, 222, 4
72, 244, 9
72, 211, 4
72, 324, 9
72, 342, 5
72, 321, 7
73, 234, 5
73, 332, 2
74, 322, 3
74, 213, 2
74, 114, 2
74, 331, 5
74, 433, 2
74, 311, 7
74, 142, 1
74, 332, 7
74, 222, 3
74, 121, 2
74, 324, 1
74, 111, 1
74, 434, 3
74, 211, 6
74, 431, 4
74, 112, 2
74, 323, 7
74, 314, 1
74, 134, 3
74, 233, 5
74, 123, 1
74, 113, 6
75, 132, 9
75, 243, 5
75, 241, 3
75, 123, 7
75, 213, 1
75, 224, 4
75, 344, 1
75, 221, 6
75, 113, 3
75, 334, 8
75, 343, 3
75, 342, 5
75, 322, 4
75, 144, 3
75, 143, 6
75, 231, 5
75, 323, 2
75, 244, 1
76, 123, 3
76, 324, 3
76, 111, 1
76, 143, 9
76, 112, 2
76, 323, 1
76, 322, 4
76, 343, 7
76, 344, 1
76, 114, 5
76, 314, 7
76, 233, 3
76, 434, 4
76, 211, 2
76, 222, 3
77, 222, 5
77, 243, 3
77, 123, 2
77, 112, 4
77, 332, 1
77, 244, 8
77, 331, 7
77, 221, 3
77, 114, 5
77, 231, 1
77, 142, 4
77, 324, 1
77, 111, 3
77, 422, 3
77, 232, 3
77, 412, 2
77, 343, 7
77, 224, 6
77, 321, 1
77, 121, 4
77, 322, 7
77, 113, 8
78, 221, 7
78, 324, 1
78, 211, 2
78, 341, 6
78, 111, 7
78, 142, 6
78, 113, 3
78, 434, 1
78, 123, 1
78, 323, 9
78, 343, 1
78, 332, 4
78, 232, 4
78, 331, 1
78, 222, 11
78, 422, 5
78, 112, 1
78, 144, 7
78, 244, 2
78, 114, 1
79, 322, 4
79, 143, 1
79, 343, 6
79, 232, 2
79, 332, 2
79, 112, 4
79, 221, 1
79, 114, 4
79, 111, 4
79, 222, 2
79, 113, 7
79, 323, 1
79, 142, 8
79, 141, 5
79, 331, 3
80, 144, 1
80, 241, 4
80, 221, 4
81, 331, 3
81, 344, 3
81, 134, 6
81, 342, 4
81, 244, 1
81, 423, 2
81, 422, 8
81, 222, 2
81, 443, 7
81, 322, 4
81, 114, 3
81, 143, 5
81, 123, 1
81, 424, 7
81, 142, 1
81, 111, 9
81, 113, 9
82, 113, 7
82, 143, 2
82, 234, 1
82, 444, 1
82, 424, 4
82, 343, 1
82, 431, 1
82, 111, 4
82, 314, 5
82, 443, 3
82, 114, 2
82, 224, 9
82, 134, 2
83, 234, 1
83, 114, 1
83, 332, 6
83, 123, 1
83, 321, 7
83, 221, 5
83, 113, 7
83, 324, 8
83, 323, 4
83, 314, 3
83, 142, 1
83, 144, 7
83, 331, 2
83, 322, 4
83, 111, 1
83, 112, 1
83, 344, 2
83, 422, 4
83, 231, 3
83, 143, 2
83, 441, 3
84, 123, 2
84, 211, 6
84, 343, 8
84, 342, 8
84, 434, 3
84, 314, 4
84, 232, 4
84, 432, 1
84, 324, 4
84, 323, 6
84, 331, 4
84, 113, 7
84, 122, 2
84, 322, 7
84, 111, 2
84, 341, 1
84, 321, 3
85, 114, 5
85, 112, 3
85, 414, 8
85, 324, 2
85, 241, 11
85, 422, 5
85, 412, 3
85, 221, 8
85, 113, 2
85, 444, 11
85, 323, 3
86, 313, 6
86, 113, 7
86, 112, 6
86, 143, 4
86, 144, 4
86, 114, 6
86, 344, 2
86, 311, 7
86, 324, 4
86, 331, 4
86, 231, 5
86, 111, 7
86, 322, 1
87, 322, 7
87, 111, 11
87, 222, 1
87, 112, 1
87, 331, 5
87, 341, 3
87, 113, 1
87, 243, 1
87, 343, 9
87, 323, 1
87, 332, 3
87, 221, 4
87, 144, 7
87, 311, 1
87, 241, 11
87, 431, 3
87, 134, 1
87, 344, 6
87, 314, 2
87, 413, 2
87, 234, 5
87, 123, 2
88, 323, 4
88, 112, 1
88, 111, 4
88, 324, 1
88, 213, 5
88, 332, 2
88, 114, 8
88, 211, 9
88, 322, 4
88, 142, 8
88, 222, 1
88, 123, 9
88, 143, 2
88, 233, 4
88, 344, 11
88, 231, 6
88, 243, 6
88, 234, 1
88, 232, 5
88, 113, 3
88, 423, 2
88, 242, 2
88, 241, 1
89, 232, 2
89, 112, 2
89, 111, 6
89, 434, 2
89, 113, 7
89, 314, 4
89, 143, 3
89, 342, 1
89, 331, 1
89, 324, 10
89, 114, 10
89, 334, 11
89, 141, 11
89, 322, 4
90, 142, 10
90, 224, 3
90, 341, 5
90, 323, 1
90, 113, 2
90, 123, 5
90, 234, 1
90, 322, 1
90, 344, 5
90, 241, 1
90, 114, 1
90, 324, 5
90, 231, 2
90, 223, 3
90, 111, 10
90, 342, 5
90, 242, 3
90, 331, 3
91, 324, 2
91, 144, 2
91, 411, 8
91, 424, 1
92, 312, 1
92, 134, 3
92, 323, 5
92, 244, 5
92, 113, 2
92, 111, 6
92, 112, 2
92, 411, 3
92, 311, 2
92, 322, 5
92, 243, 5
92, 124, 4
93, 321, 1
93, 344, 11
93, 342, 1
93, 222, 4
93, 132, 1
93, 114, 2
93, 234, 5
93, 224, 2
93, 411, 2
93, 322, 5
93, 324, 1
93, 111, 7
94, 211, 6
94, 221, 4
95, 331, 8
95, 322, 8
95, 112, 1
95, 114, 1
95, 142, 4
95, 221, 8
95, 343, 5
96, 344, 7
96, 314, 5
96, 221, 5
96, 423, 4
96, 232, 9
96, 223, 1
96, 123, 4
96, 322, 1
96, 212, 1
96, 332, 7
96, 231, 5
96, 211, 4
96, 112, 9
96, 243, 2
97, 332, 1
97, 233, 2
97, 234, 8
97, 142, 4
97, 113, 5
97, 323, 6
97, 314, 2
97, 231, 3
97, 222, 3
97, 144, 3
97, 324, 7
97, 344, 1
97, 211, 5
97, 343, 2
97, 112, 5
97, 114, 4
97, 331, 4
97, 242, 1
98, 144, 1
98, 323, 3
98, 222, 4
98, 112, 3
98, 344, 2
98, 324, 3
98, 114, 2
98, 141, 9
98, 343, 8
98, 322, 2
98, 231, 7
98, 224, 1
98, 211, 2
98, 423, 4
98, 242, 3
98, 234, 5
98, 142, 1
98, 221, 1
99, 221, 3
99, 113, 1
99, 111, 5
99, 322, 6
99, 144, 1
99, 421, 4
99, 313, 5
99, 232, 2
99, 234, 7
99, 241, 4
99, 231, 3
99, 344, 4
99, 112, 8
99, 332, 3
99, 343, 5
99, 143, 1
99, 142, 2
99, 342, 5
100, 332, 2
100, 113, 2
100, 441, 6
100, 114, 1
100, 432, 3
100, 123, 3
100, 221, 4
100, 112, 8
100, 244, 7
100, 423, 9
100, 322, 6
100, 331, 1
100, 111, 11
100, 144, 4
100, 324, 2
100, 222, 4
100, 223, 1
100, 231, 1
100, 444, 3
100, 421, 3
101, 111, 2
101, 323, 1
101, 343, 9
101, 143, 8
101, 322, 5
101, 114, 1
101, 113, 2
101, 324, 1
101, 331, 4
101, 233, 5
101, 241, 3
101, 314, 1
101, 431, 5
102, 322, 2
102, 221, 8
102, 143, 5
102, 144, 7
102, 334, 1
102, 112, 3
102, 113, 5
103, 324, 6
103, 143, 5
103, 433, 2
103, 211, 6
103, 231, 11
103, 233, 2
103, 323, 6
103, 322, 5
103, 241, 9
103, 321, 9
103, 222, 3
103, 344, 1
103, 112, 7
103, 111, 3
103, 113, 8
103, 423, 11
103, 131, 7
104, 321, 2
104, 322, 4
104, 231, 4
104, 142, 3
104, 113, 6
104, 123, 5
104, 112, 8
104, 324, 1
104, 433, 3
104, 332, 8
104, 233, 8
104, 421, 2
104, 111, 2
104, 143, 1
104, 343, 10
104, 314, 11
104, 114, 11
104, 134, 2
104, 323, 1
104, 223, 6
104, 422, 9
104, 411, 8
104, 221, 1
105, 221, 8
105, 414, 2
105, 331, 1
105, 343, 2
105, 222, 6
105, 113, 1
105, 123, 7
105, 143, 3
105, 244, 6
105, 114, 3
105, 332, 5
105, 111, 1
105, 233, 10
105, 342, 4
105, 312, 3
106, 314, 6
106, 323, 2
106, 331, 2
106, 443, 5
106, 444, 1
106, 221, 4
106, 142, 9
106, 111, 6
106, 412, 5
106, 242, 8
106, 233, 3
106, 123, 11
106, 112, 3
106, 321, 8
106, 442, 4
106, 343, 3
107, 222, 3
107, 142, 1
107, 234, 5
107, 231, 2
107, 112, 2
107, 424, 1
107, 232, 8
107, 433, 6
107, 321, 4
107, 113, 8
108, 331, 9
108, 113, 3
108, 342, 2
108, 114, 8
108, 142, 1
109, 422, 3
109, 142, 2
109, 323, 7
109, 322, 3
109, 111, 5
109, 231, 1
109, 331, 3
109, 123, 2
109, 222, 5
109, 324, 2
109, 244, 3
109, 211, 1
109, 241, 9
110, 234, 1
110, 111, 6
110, 343, 7
110, 321, 2
110, 113, 7
110, 241, 8
110, 222, 1
110, 323, 1
110, 344, 4
110, 231, 1
111, 111, 7
111, 324, 5
111, 343, 10
111, 234, 3
111, 121, 9
111, 222, 1
112, 331, 2
112, 231, 1
112, 144, 11
112, 422, 2
112, 244, 5
112, 112, 2
112, 223, 1
112, 142, 4
112, 342, 2
112, 114, 1
112, 323, 1
112, 322, 2
112, 113, 3
112, 123, 3
113, 114, 2
113, 111, 2
114, 444, 2
114, 421, 4
114, 231, 6
114, 331, 2
114, 344, 1
114, 322, 5
114, 111, 6
114, 114, 8
114, 221, 1
114, 123, 4
114, 422, 2
114, 142, 2
114, 112, 4
114, 233, 3
114, 332, 2
114, 342, 3
114, 143, 3
114, 113, 9
115, 112, 4
115, 311, 4
115, 343, 2
115, 324, 3
115, 111, 6
115, 211, 4
115, 221, 6
115, 114, 1
115, 241, 1
115, 331, 3
115, 332, 3
115, 341, 1
115, 144, 4
115, 322, 2
115, 113, 2
115, 244, 11
116, 112, 2
116, 321, 2
116, 323, 3
116, 212, 3
116, 233, 2
116, 221, 3
116, 142, 2
116, 324, 3
116, 111, 6
116, 331, 1
116, 431, 7
116, 344, 7
116, 211, 2
116, 214, 3
116, 234, 1
117, 332, 2
117, 422, 2
117, 111, 9
117, 114, 2
117, 331, 6
117, 211, 1
117, 242, 1
117, 344, 11
117, 323, 2
117, 243, 4
117, 244, 6
117, 113, 2
117, 433, 4
117, 441, 2
117, 324, 2
117, 112, 2
117, 131, 2
117, 123, 2
117, 222, 2
118, 234, 1
118, 344, 11
118, 112, 6
119, 111, 1
119, 234, 2
119, 222, 1
119, 321, 10
119, 443, 4
119, 324, 4
119, 322, 3
119, 142, 2
119, 323, 5
119, 332, 7
119, 114, 1
119, 244, 3
119, 422, 1
119, 113, 5
119, 221, 1
119, 144, 8
119, 341, 1
119, 143, 2
119, 123, 1
119, 434, 1
119, 211, 1
120, 322, 10
120, 223, 5
120, 123, 1
120, 112, 7
120, 314, 7
120, 241, 1
120, 111, 5
120, 324, 4
120, 221, 3
120, 142, 2
120, 113, 8
120, 234, 6
120, 321, 5
120, 343, 4
120, 211, 6
120, 114, 9
120, 434, 1
120, 414, 3
121, 142, 9
121, 314, 2
121, 112, 2
121, 441, 1
121, 322, 1
121, 143, 5
121, 324, 1
121, 111, 4
121, 323, 8
121, 232, 4
121, 231, 1
121, 342, 9
121, 114, 3
121, 311, 2
121, 211, 9
121, 242, 6
121, 331, 10
121, 423, 8
121, 233, 4
122, 111, 3
122, 142, 7
122, 312, 6
122, 231, 10
122, 322, 2
122, 112, 7
122, 311, 2
122, 333, 1
122, 143, 2
122, 324, 1
122, 344, 2
123, 244, 8
123, 241, 1
123, 113, 5
123, 124, 3
123, 221, 7
123, 123, 6
123, 324, 8
123, 231, 1
123, 431, 1
124, 434, 6
124, 113, 1
124, 331, 4
124, 423, 9
124, 211, 7
124, 114, 1
125, 234, 3
125, 231, 2
125, 332, 3
125, 341, 2
125, 112, 4
125, 221, 6
125, 344, 8
125, 144, 4
125, 323, 5
125, 431, 1
125, 244, 1
125, 111, 5
125, 113, 6
126, 231, 1
126, 344, 3
126, 212, 5
126, 111, 2
126, 221, 8
126, 222, 4
126, 331, 2
126, 241, 11
126, 142, 1
126, 112, 1
126, 243, 7
126, 323, 3
126, 113, 3
126, 314, 10
126, 232, 1
126, 342, 1
126, 143, 3
126, 322, 1
126, 441, 1
126, 123, 2
126, 343, 4
126, 121, 1
127, 233, 6
127, 311, 2
127, 112, 4
127, 324, 5
127, 114, 7
127, 331, 1
127, 123, 3
127, 313, 2
127, 142, 4
127, 221, 5
127, 143, 5
127, 113, 3
128, 314, 3
128, 211, 4
128, 324, 4
128, 221, 1
128, 123, 1
128, 112, 6
128, 111, 10
128, 113, 1
128, 322, 1
128, 143, 5
128, 243, 1
128, 224, 3
128, 114, 5
128, 332, 1
128, 313, 1
128, 413, 6
128, 222, 1
128, 234, 11
128, 342, 3
129, 111, 6
129, 341, 7
129, 224, 9
129, 322, 7
129, 324, 3
129, 114, 2
129, 431, 6
129, 112, 1
129, 211, 5
129, 123, 6
129, 344, 2
129, 323, 5
129, 332, 4
129, 333, 5
129, 342, 9
130, 123, 1
130, 112, 1
130, 111, 1
130, 343, 2
130, 134, 8
130, 331, 2
131, 231, 6
131, 441, 9
131, 112, 11
131, 332, 7
131, 113, 4
131, 111, 3
131, 323, 10
131, 221, 1
131, 143, 2
131, 223, 1
131, 324, 11
131, 322, 4
131, 244, 9
131, 431, 1
131, 331, 6
131, 211, 2
131, 233, 3
131, 444, 1
131, 241, 3
131, 314, 4
131, 313, 3
